epoch,kl,loss,recon,val_kl,val_loss,val_recon,learning_rate
185,238.0285,349.6551,337.7537,154.5899,1171.6376,1163.9081,0.0003
186,231.9421,332.2695,320.6724,145.3559,1237.6786,1230.4108,0.0003
187,229.6650,326.9330,315.4497,146.1569,1157.9491,1150.6412,0.0003
188,228.1206,333.4966,322.0906,141.1391,1193.1088,1186.0518,0.0003
189,231.9088,323.4066,311.8112,138.2546,1195.4581,1188.5453,0.0003
190,224.3282,345.6946,334.4781,141.9856,1234.4645,1227.3652,0.0003
191,232.1759,346.9952,335.3864,153.0463,1101.4706,1093.8182,0.0003
192,231.1908,312.1238,300.5643,147.5767,1181.0852,1173.7064,0.0003
193,229.6729,344.1854,332.7017,140.6812,1280.2744,1273.2404,0.0003
194,230.6666,330.5529,319.0195,155.5137,1191.4882,1183.7124,0.0003
195,229.6632,341.2734,329.7902,143.7588,1214.6300,1207.4423,0.0003
196,226.6310,341.9735,330.6419,148.0706,1182.7288,1175.3253,0.0003
197,225.3307,320.8345,309.5680,146.0894,1210.7277,1203.4232,0.0003
198,226.0894,321.1056,309.8012,151.6941,1145.8104,1138.2257,0.0003
199,220.3313,337.1541,326.1376,138.3920,1200.3951,1193.4756,0.0003
200,215.8600,337.8418,327.0488,133.2806,1309.3397,1302.6757,0.0003
201,213.8445,329.6135,318.9213,145.0510,1155.6385,1148.3861,0.0003
202,218.1036,329.0828,318.1776,130.4653,1199.1284,1192.6051,0.0003
203,222.0344,315.0686,303.9669,149.2800,1154.2140,1146.7501,0.0003
204,218.5208,303.9351,293.0091,141.1789,1152.6481,1145.5890,0.0003
205,217.9108,338.1037,327.2082,136.9920,1252.3629,1245.5133,0.0003
206,213.6123,313.0814,302.4008,144.8110,1152.9535,1145.7130,0.0003
207,219.5703,354.8194,343.8409,143.5224,1266.7445,1259.5682,0.0003
208,216.2735,314.8020,303.9883,140.1954,1119.5013,1112.4916,0.0003
209,217.7288,311.0291,300.1428,138.4741,1191.4795,1184.5558,0.0003
