epoch,kl,loss,recon,val_kl,val_loss,val_recon,learning_rate
301,387.5343,522.7377,503.3611,347.8747,1573.0718,1555.6780,0.0010
302,456.9739,519.8891,497.0404,343.1906,1499.5341,1482.3745,0.0010
303,427.8583,487.8672,466.4742,348.9152,1392.2822,1374.8364,0.0010
304,400.3897,516.7734,496.7539,350.7946,1688.0177,1670.4780,0.0010
305,410.1321,491.3305,470.8238,366.2156,1378.4158,1360.1050,0.0010
306,391.5652,536.9210,517.3427,345.0231,1280.4596,1263.2084,0.0010
307,415.6436,490.1369,469.3548,363.1801,1261.1030,1242.9441,0.0010
308,400.8009,494.9395,474.8994,372.3600,1313.7230,1295.1051,0.0010
309,404.1549,471.7912,451.5835,374.7952,1208.1133,1189.3735,0.0010
310,417.9502,561.2484,540.3510,373.0675,1242.2324,1223.5791,0.0010
311,426.5772,509.6586,488.3298,374.5992,1353.2491,1334.5190,0.0010
312,419.1318,501.7828,480.8262,364.3343,1402.1041,1383.8875,0.0010
313,412.2718,461.8087,441.1951,358.4995,1265.4941,1247.5691,0.0010
314,422.4734,510.3018,489.1781,357.0871,1248.9358,1231.0815,0.0010
315,442.7851,500.9947,478.8555,358.7216,1430.0122,1412.0762,0.0010
316,396.6969,471.2912,451.4564,354.0887,1546.4928,1528.7883,0.0010
317,403.6301,490.2750,470.0935,346.1421,1213.6012,1196.2942,0.0010
318,410.7922,491.8082,471.2686,358.4754,1085.7753,1067.8513,0.0010
319,435.6284,481.0657,459.2843,364.7189,1293.6697,1275.4336,0.0010
320,423.5567,517.5048,496.3270,356.4764,1193.3843,1175.5604,0.0010
321,407.0768,480.9298,460.5760,357.7946,1265.2386,1247.3489,0.0010
322,427.8866,496.2874,474.8931,378.7382,977.5192,958.5823,0.0010
323,411.7825,507.0109,486.4218,380.6616,1063.2728,1044.2397,0.0010
324,432.2886,488.6882,467.0738,388.0444,1104.3777,1084.9755,0.0010
325,398.2371,446.1347,426.2229,390.5708,1211.8810,1192.3525,0.0010
326,451.0459,462.1516,439.5993,379.7347,1397.8926,1378.9059,0.0010
